2019-09-29 18:27:25.70: SIM {TimeUS : 40728702, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:25.80: SIM {TimeUS : 40828662, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:25.89: SIM {TimeUS : 40928622, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:25.99: SIM {TimeUS : 41028582, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:26.09: SIM {TimeUS : 41128542, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:26.19: SIM {TimeUS : 41228502, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:26.29: SIM {TimeUS : 41328462, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:26.39: SIM {TimeUS : 41428422, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:26.49: SIM {TimeUS : 41528382, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:26.59: SIM {TimeUS : 41628342, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:26.69: SIM {TimeUS : 41728302, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:26.79: SIM {TimeUS : 41828262, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:26.89: SIM {TimeUS : 41928222, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:26.99: SIM {TimeUS : 42028182, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:27.10: SIM {TimeUS : 42128975, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:27.20: SIM {TimeUS : 42228935, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:27.30: SIM {TimeUS : 42328895, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:27.40: SIM {TimeUS : 42428855, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:27.50: SIM {TimeUS : 42528815, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:27.60: SIM {TimeUS : 42628775, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:27.70: SIM {TimeUS : 42728735, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:27.80: SIM {TimeUS : 42828695, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:27.89: SIM {TimeUS : 42928655, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:27.99: SIM {TimeUS : 43028615, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:28.09: SIM {TimeUS : 43128575, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:28.19: SIM {TimeUS : 43228535, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:28.29: SIM {TimeUS : 43328495, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:28.39: SIM {TimeUS : 43428455, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:28.49: SIM {TimeUS : 43528415, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.1200027466, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:28.59: SIM {TimeUS : 43628375, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.1600036621, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 18:27:28.69: SIM {TimeUS : 43728335, Roll : 0.0, Pitch : 0.0, Yaw : 170.0, Alt : 87.2200012207, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.0871553942561, Q2 : 4.2981817387e-05, Q3 : -4.59980037704e-05, Q4 : 0.996194779873}
2019-09-29 18:27:28.79: SIM {TimeUS : 43828295, Roll : -0.16, Pitch : -0.17, Yaw : 170.0, Alt : 87.2900009155, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.0871387422085, Q2 : 0.00141287979204, Q3 : -0.00160155689809, Q4 : 0.996193885803}
2019-09-29 18:27:28.89: SIM {TimeUS : 43928255, Roll : -0.41, Pitch : -0.41, Yaw : 170.0, Alt : 87.4300003052, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.0870959162712, Q2 : 0.00331404106691, Q3 : -0.00391745381057, Q4 : 0.996186733246}
2019-09-29 18:27:28.99: SIM {TimeUS : 44028215, Roll : -0.59, Pitch : -0.57, Yaw : 170.01, Alt : 87.5999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.0870251506567, Q2 : 0.00457627838477, Q3 : -0.0056081507355, Q4 : 0.996179819107}
2019-09-29 18:27:29.09: SIM {TimeUS : 44128175, Roll : -0.65, Pitch : -0.59, Yaw : 170.02, Alt : 87.7900009155, Lat : 69.7758389, Lng : 19.5489291, Q1 : 0.0869389399886, Q2 : 0.00468834443018, Q3 : -0.00610367907211, Q4 : 0.996183931828}
2019-09-29 18:27:29.20: SIM {TimeUS : 44228968, Roll : -0.58, Pitch : -0.5, Yaw : 170.03, Alt : 87.9700012207, Lat : 69.7758389, Lng : 19.5489292, Q1 : 0.0868448391557, Q2 : 0.00393865210935, Q3 : -0.00546509306878, Q4 : 0.996199071407}
2019-09-29 18:27:29.30: SIM {TimeUS : 44328928, Roll : -0.42, Pitch : -0.34, Yaw : 170.04, Alt : 88.1600036621, Lat : 69.7758389, Lng : 19.5489292, Q1 : 0.0867527425289, Q2 : 0.00265658809803, Q3 : -0.00398664968088, Q4 : 0.996218383312}
2019-09-29 18:27:29.40: SIM {TimeUS : 44428888, Roll : -0.23, Pitch : -0.18, Yaw : 170.05, Alt : 88.3399963379, Lat : 69.7758389, Lng : 19.5489295, Q1 : 0.0866658166051, Q2 : 0.00143205595668, Q3 : -0.00222569820471, Q4 : 0.996233940125}
2019-09-29 18:27:29.50: SIM {TimeUS : 44528848, Roll : -0.07, Pitch : -0.05, Yaw : 170.06, Alt : 88.5299987793, Lat : 69.7758389, Lng : 19.5489295, Q1 : 0.0865957438946, Q2 : 0.000436104019172, Q3 : -0.000724795623682, Q4 : 0.996243178844}
2019-09-29 18:27:29.60: SIM {TimeUS : 44628808, Roll : 0.01, Pitch : 0.03, Yaw : 170.07, Alt : 88.7200012207, Lat : 69.7758389, Lng : 19.5489297, Q1 : 0.0865449458361, Q2 : -0.000260256929323, Q3 : 0.00014171472867, Q4 : 0.996247887611}
2019-09-29 18:27:29.70: SIM {TimeUS : 44728768, Roll : 0.03, Pitch : 0.06, Yaw : 170.07, Alt : 88.9199981689, Lat : 69.7758388, Lng : 19.5489298, Q1 : 0.0865125060081, Q2 : -0.000535322527867, Q3 : 0.000350777118001, Q4 : 0.99625056982}
2019-09-29 18:27:29.80: SIM {TimeUS : 44828728, Roll : 0.0, Pitch : 0.03, Yaw : 170.07, Alt : 89.1200027466, Lat : 69.7758388, Lng : 19.54893, Q1 : 0.0864946097136, Q2 : -0.0003394629166, Q3 : 6.28207344562e-05, Q4 : 0.99625223875}
2019-09-29 18:27:29.90: SIM {TimeUS : 44928688, Roll : -0.02, Pitch : 0.0, Yaw : 170.07, Alt : 89.3300018311, Lat : 69.7758388, Lng : 19.5489301, Q1 : 0.0864913091063, Q2 : -1.57003523782e-06, Q3 : -0.000245809671469, Q4 : 0.996252596378}
2019-09-29 18:27:29.99: SIM {TimeUS : 45028648, Roll : -0.03, Pitch : -0.03, Yaw : 170.07, Alt : 89.5299987793, Lat : 69.7758388, Lng : 19.5489301, Q1 : 0.0864984691143, Q2 : 0.000261794164544, Q3 : -0.000353884475771, Q4 : 0.996251940727}
2019-09-29 18:27:30.09: SIM {TimeUS : 45128608, Roll : 0.0, Pitch : -0.04, Yaw : 170.07, Alt : 89.7399978638, Lat : 69.7758387, Lng : 19.5489301, Q1 : 0.0865264236927, Q2 : 0.000369908957509, Q3 : -1.14443091661e-05, Q4 : 0.996249496937}
2019-09-29 18:27:30.19: SIM {TimeUS : 45228568, Roll : 0.05, Pitch : -0.04, Yaw : 170.06, Alt : 89.9400024414, Lat : 69.7758387, Lng : 19.5489303, Q1 : 0.0865678787231, Q2 : 0.00040542834904, Q3 : 0.000479373848066, Q4 : 0.996245801449}
2019-09-29 18:27:30.29: SIM {TimeUS : 45328528, Roll : 0.13, Pitch : 0.0, Yaw : 170.06, Alt : 90.1500015259, Lat : 69.7758387, Lng : 19.5489304, Q1 : 0.0866172760725, Q2 : 5.80752966926e-05, Q3 : 0.00119912903756, Q4 : 0.996240913868}
2019-09-29 18:27:30.39: SIM {TimeUS : 45428488, Roll : 0.21, Pitch : 0.09, Yaw : 170.05, Alt : 90.3600006104, Lat : 69.7758387, Lng : 19.5489305, Q1 : 0.0866851359606, Q2 : -0.000627834524494, Q3 : 0.00194372842088, Q4 : 0.996233701706}
2019-09-29 18:27:30.49: SIM {TimeUS : 45528448, Roll : 0.25, Pitch : 0.17, Yaw : 170.04, Alt : 90.5699996948, Lat : 69.7758387, Lng : 19.5489305, Q1 : 0.0867436081171, Q2 : -0.00130106869619, Q3 : 0.00238449592143, Q4 : 0.996226966381}
