2019-04-14 11:44:06.50: SIM {TimeUS : 39915694, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:06.61: SIM {TimeUS : 40034813, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:06.71: SIM {TimeUS : 40134773, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:06.81: SIM {TimeUS : 40234733, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:06.91: SIM {TimeUS : 40334693, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:07.01: SIM {TimeUS : 40434653, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:07.11: SIM {TimeUS : 40534613, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:07.21: SIM {TimeUS : 40634573, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:07.31: SIM {TimeUS : 40734533, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:07.41: SIM {TimeUS : 40834493, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:07.51: SIM {TimeUS : 40934453, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:07.61: SIM {TimeUS : 41034413, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:07.71: SIM {TimeUS : 41134373, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:07.81: SIM {TimeUS : 41234333, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:07.91: SIM {TimeUS : 41334293, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:08.01: SIM {TimeUS : 41434253, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:08.11: SIM {TimeUS : 41534213, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:08.21: SIM {TimeUS : 41634173, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:08.31: SIM {TimeUS : 41734133, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:08.41: SIM {TimeUS : 41834093, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:08.51: SIM {TimeUS : 41934053, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:08.62: SIM {TimeUS : 42034846, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:08.71: SIM {TimeUS : 42134806, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 0.0}
2019-04-14 11:44:08.81: SIM {TimeUS : 42234766, Roll : 0.0, Pitch : 0.0, Yaw : 0.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : 2.50972402582e-11}
2019-04-14 11:44:08.91: SIM {TimeUS : 42334726, Roll : 0.0, Pitch : 0.0, Yaw : 360.0, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : -2.4248850039e-08}
2019-04-14 11:44:09.01: SIM {TimeUS : 42434686, Roll : 0.0, Pitch : 0.0, Yaw : 359.99, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : -2.24946290928e-07}
2019-04-14 11:44:09.11: SIM {TimeUS : 42534646, Roll : 0.0, Pitch : 0.0, Yaw : 359.99, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : -4.33072557371e-07}
2019-04-14 11:44:09.21: SIM {TimeUS : 42634606, Roll : 0.0, Pitch : 0.0, Yaw : 359.99, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : -6.26563064543e-07}
2019-04-14 11:44:09.31: SIM {TimeUS : 42734566, Roll : 0.0, Pitch : 0.0, Yaw : 359.99, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : -8.26377004159e-07}
2019-04-14 11:44:09.41: SIM {TimeUS : 42834526, Roll : 0.0, Pitch : 0.0, Yaw : 359.99, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : -1.02474291452e-06}
2019-04-14 11:44:09.51: SIM {TimeUS : 42934486, Roll : 0.0, Pitch : 0.0, Yaw : 359.99, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : -1.24459177187e-06}
2019-04-14 11:44:09.61: SIM {TimeUS : 43034446, Roll : 0.0, Pitch : 0.0, Yaw : 359.99, Alt : 30.1000003815, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : -1.45909496041e-06}
2019-04-14 11:44:09.71: SIM {TimeUS : 43134406, Roll : 0.0, Pitch : 0.0, Yaw : 359.99, Alt : 30.1200008392, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : -1.71579097241e-06}
2019-04-14 11:44:09.81: SIM {TimeUS : 43234366, Roll : 0.0, Pitch : 0.0, Yaw : 359.99, Alt : 30.1399993896, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : -1.91641333913e-06}
2019-04-14 11:44:09.91: SIM {TimeUS : 43334326, Roll : 0.0, Pitch : 0.0, Yaw : 359.99, Alt : 30.1800003052, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : 0.0, Q3 : 0.0, Q4 : -2.19818525693e-06}
2019-04-14 11:44:10.01: SIM {TimeUS : 43434286, Roll : 0.0, Pitch : 0.0, Yaw : 359.99, Alt : 30.2099990845, Lat : 49.28357, Lng : -123.11502, Q1 : 1.0, Q2 : -7.53603580961e-06, Q3 : -6.59044553686e-06, Q4 : -2.45959154199e-06}
2019-04-14 11:44:10.11: SIM {TimeUS : 43534246, Roll : -0.16, Pitch : -0.15, Yaw : 359.99, Alt : 30.2700004578, Lat : 49.28357, Lng : -123.11502, Q1 : 0.999997973442, Q2 : -0.00148071127478, Q3 : -0.00134852353949, Q4 : -1.90190039575e-05}
2019-04-14 11:44:10.21: SIM {TimeUS : 43634206, Roll : -0.45, Pitch : -0.44, Yaw : 359.99, Alt : 30.3899993896, Lat : 49.28357, Lng : -123.11502, Q1 : 0.999984502792, Q2 : -0.00396450795233, Q3 : -0.0039061291609, Q4 : -6.44387837383e-05}
