2019-09-29 17:27:45.80: SIM {TimeUS : 40428822, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:45.89: SIM {TimeUS : 40528782, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:45.99: SIM {TimeUS : 40628742, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:46.09: SIM {TimeUS : 40728702, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:46.19: SIM {TimeUS : 40828662, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:46.29: SIM {TimeUS : 40928622, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:46.39: SIM {TimeUS : 41028582, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:46.49: SIM {TimeUS : 41128542, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:46.59: SIM {TimeUS : 41228502, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:46.69: SIM {TimeUS : 41328462, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:46.79: SIM {TimeUS : 41428422, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:46.89: SIM {TimeUS : 41528382, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:46.99: SIM {TimeUS : 41628342, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:47.09: SIM {TimeUS : 41728302, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:47.19: SIM {TimeUS : 41828262, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:47.29: SIM {TimeUS : 41928222, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:47.39: SIM {TimeUS : 42028182, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:47.50: SIM {TimeUS : 42128975, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:47.60: SIM {TimeUS : 42228935, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:47.70: SIM {TimeUS : 42328895, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:47.80: SIM {TimeUS : 42428855, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:47.89: SIM {TimeUS : 42528815, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:47.99: SIM {TimeUS : 42628775, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:48.09: SIM {TimeUS : 42728735, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:48.19: SIM {TimeUS : 42828695, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:48.29: SIM {TimeUS : 42928655, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:48.39: SIM {TimeUS : 43028615, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:48.49: SIM {TimeUS : 43128575, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:48.59: SIM {TimeUS : 43228535, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.1200027466, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:48.69: SIM {TimeUS : 43328495, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.1600036621, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:27:48.79: SIM {TimeUS : 43428455, Roll : 0.0, Pitch : 0.0, Yaw : 170.0, Alt : 87.2099990845, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.08715557307, Q2 : 2.17229480768e-05, Q3 : -2.91135220323e-05, Q4 : 0.996194779873}
2019-09-29 17:27:48.89: SIM {TimeUS : 43528415, Roll : -0.16, Pitch : -0.15, Yaw : 170.0, Alt : 87.2900009155, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.0871337279677, Q2 : 0.00125822809059, Q3 : -0.00155224988703, Q4 : 0.996194660664}
2019-09-29 17:27:48.99: SIM {TimeUS : 43628375, Roll : -0.42, Pitch : -0.4, Yaw : 170.0, Alt : 87.4199981689, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.0870833918452, Q2 : 0.00320046488196, Q3 : -0.00399550935254, Q4 : 0.996187865734}
2019-09-29 17:27:49.09: SIM {TimeUS : 43728335, Roll : -0.62, Pitch : -0.58, Yaw : 170.01, Alt : 87.5899963379, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.0870098769665, Q2 : 0.00457197055221, Q3 : -0.00586323905736, Q4 : 0.996179699898}
2019-09-29 17:27:49.19: SIM {TimeUS : 43828295, Roll : -0.69, Pitch : -0.64, Yaw : 170.03, Alt : 87.7799987793, Lat : 69.7758389, Lng : 19.5489291, Q1 : 0.0869233831763, Q2 : 0.00509028509259, Q3 : -0.00652427319437, Q4 : 0.996180653572}
2019-09-29 17:27:49.29: SIM {TimeUS : 43928255, Roll : -0.62, Pitch : -0.58, Yaw : 170.04, Alt : 87.9599990845, Lat : 69.7758389, Lng : 19.5489292, Q1 : 0.0868300572038, Q2 : 0.00460639130324, Q3 : -0.00584169104695, Q4 : 0.996195375919}
2019-09-29 17:27:49.39: SIM {TimeUS : 44028215, Roll : -0.44, Pitch : -0.42, Yaw : 170.04, Alt : 88.1399993896, Lat : 69.7758389, Lng : 19.5489292, Q1 : 0.0867357999086, Q2 : 0.00334347272292, Q3 : -0.00421413825825, Q4 : 0.996216833591}
2019-09-29 17:27:49.49: SIM {TimeUS : 44128175, Roll : -0.23, Pitch : -0.2, Yaw : 170.05, Alt : 88.3300018311, Lat : 69.7758389, Lng : 19.5489295, Q1 : 0.0866450890899, Q2 : 0.00163798069116, Q3 : -0.00223790807649, Q4 : 0.996235430241}
2019-09-29 17:27:49.60: SIM {TimeUS : 44228968, Roll : -0.06, Pitch : -0.01, Yaw : 170.06, Alt : 88.5100021362, Lat : 69.7758389, Lng : 19.5489295, Q1 : 0.0865668877959, Q2 : 9.9795848655e-05, Q3 : -0.000554919941351, Q4 : 0.996245920658}
2019-09-29 17:27:49.70: SIM {TimeUS : 44328928, Roll : 0.05, Pitch : 0.1, Yaw : 170.07, Alt : 88.7099990845, Lat : 69.7758389, Lng : 19.5489298, Q1 : 0.0865119472146, Q2 : -0.000916311866604, Q3 : 0.000534082064405, Q4 : 0.996250271797}
2019-09-29 17:27:49.80: SIM {TimeUS : 44428888, Roll : 0.09, Pitch : 0.14, Yaw : 170.07, Alt : 88.9000015259, Lat : 69.7758388, Lng : 19.5489298, Q1 : 0.0864786952734, Q2 : -0.00116491061635, Q3 : 0.000948023691308, Q4 : 0.996252596378}
2019-09-29 17:27:49.90: SIM {TimeUS : 44528848, Roll : 0.08, Pitch : 0.11, Yaw : 170.08, Alt : 89.0999984741, Lat : 69.7758388, Lng : 19.54893, Q1 : 0.0864553675056, Q2 : -0.000896857003681, Q3 : 0.000839390966576, Q4 : 0.996254980564}
2019-09-29 17:27:49.99: SIM {TimeUS : 44628808, Roll : 0.04, Pitch : 0.05, Yaw : 170.08, Alt : 89.3000030518, Lat : 69.7758388, Lng : 19.5489301, Q1 : 0.0864484608173, Q2 : -0.000462322641397, Q3 : 0.000408532767324, Q4 : 0.996256113052}
2019-09-29 17:27:50.09: SIM {TimeUS : 44728768, Roll : -0.01, Pitch : 0.0, Yaw : 170.08, Alt : 89.5100021362, Lat : 69.7758388, Lng : 19.5489301, Q1 : 0.0864589735866, Q2 : -8.91738454811e-05, Q3 : -9.01917956071e-05, Q4 : 0.996255397797}
2019-09-29 17:27:50.19: SIM {TimeUS : 44828728, Roll : -0.05, Pitch : -0.03, Yaw : 170.07, Alt : 89.7099990845, Lat : 69.7758387, Lng : 19.5489303, Q1 : 0.086479857564, Q2 : 0.000230430800002, Q3 : -0.000476407440146, Q4 : 0.996253490448}
2019-09-29 17:27:50.29: SIM {TimeUS : 44928688, Roll : -0.05, Pitch : -0.04, Yaw : 170.07, Alt : 89.9199981689, Lat : 69.7758387, Lng : 19.5489304, Q1 : 0.0865074247122, Q2 : 0.000322968902765, Q3 : -0.000466551515274, Q4 : 0.996251046658}
2019-09-29 17:27:50.39: SIM {TimeUS : 45028648, Roll : 0.0, Pitch : -0.01, Yaw : 170.07, Alt : 90.1200027466, Lat : 69.7758387, Lng : 19.5489304, Q1 : 0.0865359902382, Q2 : 0.000132651854074, Q3 : -9.53357666731e-05, Q4 : 0.996248722076}
2019-09-29 17:27:50.49: SIM {TimeUS : 45128608, Roll : 0.06, Pitch : 0.0, Yaw : 170.06, Alt : 90.3300018311, Lat : 69.7758387, Lng : 19.5489305, Q1 : 0.0865700617433, Q2 : -2.14800620597e-05, Q3 : 0.000588724156842, Q4 : 0.996245622635}
2019-09-29 17:27:50.59: SIM {TimeUS : 45228568, Roll : 0.14, Pitch : 0.01, Yaw : 170.06, Alt : 90.5400009155, Lat : 69.7758387, Lng : 19.5489305, Q1 : 0.0866069048643, Q2 : -5.14122475579e-05, Q3 : 0.00127191655338, Q4 : 0.996241807938}
2019-09-29 17:27:50.69: SIM {TimeUS : 45328528, Roll : 0.2, Pitch : 0.06, Yaw : 170.06, Alt : 90.75, Lat : 69.7758387, Lng : 19.5489305, Q1 : 0.0866311043501, Q2 : -0.000395778915845, Q3 : 0.00178831024095, Q4 : 0.996238768101}
2019-09-29 17:27:50.79: SIM {TimeUS : 45428488, Roll : 0.24, Pitch : 0.12, Yaw : 170.05, Alt : 90.9700012207, Lat : 69.7758387, Lng : 19.5489307, Q1 : 0.0866501480341, Q2 : -0.000886946101673, Q3 : 0.00224046967924, Q4 : 0.996235907078}
2019-09-29 17:27:50.89: SIM {TimeUS : 45528448, Roll : 0.25, Pitch : 0.17, Yaw : 170.05, Alt : 91.1800003052, Lat : 69.7758386, Lng : 19.5489307, Q1 : 0.086652636528, Q2 : -0.00134848000016, Q3 : 0.0023763270583, Q4 : 0.996234834194}
2019-09-29 17:27:50.99: SIM {TimeUS : 45628408, Roll : 0.21, Pitch : 0.2, Yaw : 170.05, Alt : 91.3899993896, Lat : 69.7758386, Lng : 19.5489307, Q1 : 0.086642190814, Q2 : -0.00157880096231, Q3 : 0.00206421804614, Q4 : 0.996236085892}
2019-09-29 17:27:51.09: SIM {TimeUS : 45728368, Roll : 0.16, Pitch : 0.17, Yaw : 170.06, Alt : 91.6100006104, Lat : 69.7758386, Lng : 19.5489307, Q1 : 0.0866170227528, Q2 : -0.00139133096673, Q3 : 0.00160479033366, Q4 : 0.996239423752}
2019-09-29 17:27:51.19: SIM {TimeUS : 45828328, Roll : 0.11, Pitch : 0.11, Yaw : 170.06, Alt : 91.8300018311, Lat : 69.7758386, Lng : 19.5489307, Q1 : 0.0865904763341, Q2 : -0.000914633157663, Q3 : 0.00105406891089, Q4 : 0.996243059635}
2019-09-29 17:27:51.29: SIM {TimeUS : 45928288, Roll : 0.06, Pitch : 0.03, Yaw : 170.06, Alt : 92.0400009155, Lat : 69.7758386, Lng : 19.5489307, Q1 : 0.0865695402026, Q2 : -0.000251439836575, Q3 : 0.000550844531972, Q4 : 0.996245622635}
2019-09-29 17:27:51.39: SIM {TimeUS : 46028248, Roll : 0.02, Pitch : -0.04, Yaw : 170.06, Alt : 92.2600021362, Lat : 69.7758386, Lng : 19.5489307, Q1 : 0.0865560621023, Q2 : 0.000429968960816, Q3 : 0.000162084892509, Q4 : 0.996246874332}
2019-09-29 17:27:51.49: SIM {TimeUS : 46128208, Roll : 0.01, Pitch : -0.08, Yaw : 170.07, Alt : 92.4800033569, Lat : 69.7758386, Lng : 19.5489307, Q1 : 0.0865434110165, Q2 : 0.000744493328966, Q3 : 9.81732591754e-05, Q4 : 0.996247828007}
2019-09-29 17:27:51.59: SIM {TimeUS : 46228168, Roll : 0.03, Pitch : -0.06, Yaw : 170.07, Alt : 92.6999969482, Lat : 69.7758386, Lng : 19.5489307, Q1 : 0.0865421965718, Q2 : 0.000616644800175, Q3 : 0.000230026082136, Q4 : 0.996247947216}
2019-09-29 17:27:51.70: SIM {TimeUS : 46328961, Roll : 0.02, Pitch : -0.03, Yaw : 170.06, Alt : 92.9300003052, Lat : 69.7758386, Lng : 19.5489307, Q1 : 0.0865615606308, Q2 : 0.000309965835186, Q3 : 0.000185828510439, Q4 : 0.9962464571}
2019-09-29 17:27:51.80: SIM {TimeUS : 46428921, Roll : 0.0, Pitch : -0.02, Yaw : 170.06, Alt : 93.1500015259, Lat : 69.7758386, Lng : 19.5489307, Q1 : 0.0865821540356, Q2 : 0.000241698842729, Q3 : -6.24504755251e-05, Q4 : 0.996244668961}
2019-09-29 17:27:51.90: SIM {TimeUS : 46528881, Roll : -0.01, Pitch : -0.04, Yaw : 170.06, Alt : 93.3700027466, Lat : 69.7758386, Lng : 19.5489307, Q1 : 0.0866051986814, Q2 : 0.000340131169651, Q3 : -0.000186083838344, Q4 : 0.996242642403}
2019-09-29 17:27:52.00: SIM {TimeUS : 46628841, Roll : 0.0, Pitch : -0.05, Yaw : 170.06, Alt : 93.5999984741, Lat : 69.7758386, Lng : 19.5489307, Q1 : 0.0866237580776, Q2 : 0.000476680696011, Q3 : -0.000106444502308, Q4 : 0.996240973473}
2019-09-29 17:27:52.09: SIM {TimeUS : 46728801, Roll : 0.02, Pitch : -0.08, Yaw : 170.05, Alt : 93.8199996948, Lat : 69.7758386, Lng : 19.5489307, Q1 : 0.0866383910179, Q2 : 0.000724890327547, Q3 : 0.000185756987776, Q4 : 0.996239542961}
2019-09-29 17:27:52.19: SIM {TimeUS : 46828761, Roll : 0.03, Pitch : -0.1, Yaw : 170.05, Alt : 94.0500030518, Lat : 69.7758386, Lng : 19.5489307, Q1 : 0.0866689234972, Q2 : 0.00095790263731, Q3 : 0.000221863680054, Q4 : 0.996236681938}
2019-09-29 17:27:52.29: SIM {TimeUS : 46928721, Roll : 0.0, Pitch : -0.11, Yaw : 170.05, Alt : 94.2699966431, Lat : 69.7758386, Lng : 19.5489305, Q1 : 0.0867049694061, Q2 : 0.0010446034139, Q3 : -1.06683155536e-05, Q4 : 0.996233522892}
2019-09-29 17:27:52.39: SIM {TimeUS : 47028681, Roll : 0.0, Pitch : -0.09, Yaw : 170.04, Alt : 94.5, Lat : 69.7758386, Lng : 19.5489305, Q1 : 0.0867385491729, Q2 : 0.000853629200719, Q3 : -0.000105801664176, Q4 : 0.996230781078}
2019-09-29 17:27:52.49: SIM {TimeUS : 47128641, Roll : 0.0, Pitch : -0.06, Yaw : 170.04, Alt : 94.7200012207, Lat : 69.7758386, Lng : 19.5489305, Q1 : 0.0867603495717, Q2 : 0.000573510653339, Q3 : -9.83476857073e-05, Q4 : 0.996229052544}
2019-09-29 17:27:52.59: SIM {TimeUS : 47228601, Roll : 0.0, Pitch : -0.04, Yaw : 170.04, Alt : 94.9499969482, Lat : 69.7758386, Lng : 19.5489305, Q1 : 0.0867735818028, Q2 : 0.000377390300855, Q3 : -8.89155053301e-05, Q4 : 0.99622797966}
2019-09-29 17:27:52.69: SIM {TimeUS : 47328561, Roll : 0.0, Pitch : -0.01, Yaw : 170.04, Alt : 95.1800003052, Lat : 69.7758386, Lng : 19.5489305, Q1 : 0.0867812409997, Q2 : 0.00012850794883, Q3 : 6.36059776298e-05, Q4 : 0.996227443218}
2019-09-29 17:27:52.79: SIM {TimeUS : 47428521, Roll : 0.03, Pitch : 0.0, Yaw : 170.04, Alt : 95.4100036621, Lat : 69.7758386, Lng : 19.5489305, Q1 : 0.0867802426219, Q2 : 2.66217375611e-05, Q3 : 0.000264345668256, Q4 : 0.996227443218}
2019-09-29 17:27:52.89: SIM {TimeUS : 47528481, Roll : 0.07, Pitch : -0.02, Yaw : 170.04, Alt : 95.6399993896, Lat : 69.7758386, Lng : 19.5489307, Q1 : 0.0867659971118, Q2 : 0.000238100677961, Q3 : 0.00063269661041, Q4 : 0.996228516102}
2019-09-29 17:27:52.99: SIM {TimeUS : 47628441, Roll : 0.09, Pitch : -0.04, Yaw : 170.04, Alt : 95.8700027466, Lat : 69.7758386, Lng : 19.5489307, Q1 : 0.0867429077625, Q2 : 0.000484989664983, Q3 : 0.000812106649391, Q4 : 0.996230304241}
2019-09-29 17:27:53.09: SIM {TimeUS : 47728401, Roll : 0.08, Pitch : -0.05, Yaw : 170.05, Alt : 96.0999984741, Lat : 69.7758386, Lng : 19.5489307, Q1 : 0.0867166295648, Q2 : 0.000557684805244, Q3 : 0.00073652836727, Q4 : 0.996232569218}
2019-09-29 17:27:53.19: SIM {TimeUS : 47828361, Roll : 0.05, Pitch : -0.05, Yaw : 170.05, Alt : 96.3300018311, Lat : 69.7758384, Lng : 19.5489305, Q1 : 0.0866926759481, Q2 : 0.000506874581333, Q3 : 0.000408094143495, Q4 : 0.996234893799}
2019-09-29 17:27:53.29: SIM {TimeUS : 47928321, Roll : 0.02, Pitch : -0.05, Yaw : 170.05, Alt : 96.5599975586, Lat : 69.7758384, Lng : 19.5489305, Q1 : 0.0866764783859, Q2 : 0.000533676648047, Q3 : 0.000174491244252, Q4 : 0.996236383915}
2019-09-29 17:27:53.39: SIM {TimeUS : 48028281, Roll : 0.02, Pitch : -0.07, Yaw : 170.05, Alt : 96.7900009155, Lat : 69.7758384, Lng : 19.5489305, Q1 : 0.0866725668311, Q2 : 0.000657661294099, Q3 : 0.000132062821649, Q4 : 0.996236622334}
2019-09-29 17:27:53.49: SIM {TimeUS : 48128241, Roll : 0.01, Pitch : -0.07, Yaw : 170.05, Alt : 97.0199966431, Lat : 69.7758384, Lng : 19.5489305, Q1 : 0.0866720229387, Q2 : 0.00063971435884, Q3 : 0.000100060155091, Q4 : 0.996236681938}
2019-09-29 17:27:53.59: SIM {TimeUS : 48228201, Roll : 0.01, Pitch : -0.06, Yaw : 170.05, Alt : 97.2600021362, Lat : 69.7758384, Lng : 19.5489305, Q1 : 0.0866829007864, Q2 : 0.000553564343136, Q3 : 6.52045710012e-05, Q4 : 0.996235847473}
2019-09-29 17:27:53.69: SIM {TimeUS : 48328161, Roll : 0.0, Pitch : -0.03, Yaw : 170.05, Alt : 97.4899978638, Lat : 69.7758384, Lng : 19.5489305, Q1 : 0.086702503264, Q2 : 0.000301238411339, Q3 : -9.21807295526e-05, Q4 : 0.996234238148}
2019-09-29 17:27:53.80: SIM {TimeUS : 48428954, Roll : -0.03, Pitch : 0.0, Yaw : 170.04, Alt : 97.7200012207, Lat : 69.7758384, Lng : 19.5489305, Q1 : 0.0867234915495, Q2 : 2.10137004615e-05, Q3 : -0.00031359543209, Q4 : 0.996232390404}
2019-09-29 17:27:53.90: SIM {TimeUS : 48528914, Roll : -0.06, Pitch : 0.03, Yaw : 170.04, Alt : 97.9599990845, Lat : 69.7758384, Lng : 19.5489305, Q1 : 0.0867442637682, Q2 : -0.000329140748363, Q3 : -0.000542384514119, Q4 : 0.99623042345}
2019-09-29 17:27:54.00: SIM {TimeUS : 48628874, Roll : -0.08, Pitch : 0.05, Yaw : 170.04, Alt : 98.1900024414, Lat : 69.7758384, Lng : 19.5489305, Q1 : 0.0867574363947, Q2 : -0.000533415295649, Q3 : -0.00072665058542, Q4 : 0.996229052544}
2019-09-29 17:27:54.10: SIM {TimeUS : 48728834, Roll : -0.1, Pitch : 0.05, Yaw : 170.04, Alt : 98.4199981689, Lat : 69.7758384, Lng : 19.5489305, Q1 : 0.0867700949311, Q2 : -0.000580536201596, Q3 : -0.000852313241921, Q4 : 0.996227860451}
2019-09-29 17:27:54.19: SIM {TimeUS : 48828794, Roll : -0.09, Pitch : 0.03, Yaw : 170.04, Alt : 98.6600036621, Lat : 69.7758384, Lng : 19.5489305, Q1 : 0.0867874622345, Q2 : -0.000415906077251, Q3 : -0.000826098315883, Q4 : 0.996226429939}
