2019-09-29 17:49:22.30: SIM {TimeUS : 40528782, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:22.40: SIM {TimeUS : 40628742, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:22.49: SIM {TimeUS : 40728702, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:22.59: SIM {TimeUS : 40828662, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:22.69: SIM {TimeUS : 40928622, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:22.79: SIM {TimeUS : 41028582, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:22.89: SIM {TimeUS : 41128542, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:22.99: SIM {TimeUS : 41228502, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:23.09: SIM {TimeUS : 41328462, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:23.19: SIM {TimeUS : 41428422, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:23.29: SIM {TimeUS : 41528382, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:23.39: SIM {TimeUS : 41628342, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:23.49: SIM {TimeUS : 41728302, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:23.59: SIM {TimeUS : 41828262, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:23.69: SIM {TimeUS : 41928222, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:23.79: SIM {TimeUS : 42028182, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:23.90: SIM {TimeUS : 42128975, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:24.00: SIM {TimeUS : 42228935, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:24.10: SIM {TimeUS : 42328895, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:24.20: SIM {TimeUS : 42428855, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:24.30: SIM {TimeUS : 42528815, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:24.40: SIM {TimeUS : 42628775, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:24.49: SIM {TimeUS : 42728735, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:24.59: SIM {TimeUS : 42828695, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:24.69: SIM {TimeUS : 42928655, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:24.79: SIM {TimeUS : 43028615, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:24.89: SIM {TimeUS : 43128575, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:24.99: SIM {TimeUS : 43228535, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:25.09: SIM {TimeUS : 43328495, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.0999984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:25.19: SIM {TimeUS : 43428455, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.1299972534, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:25.29: SIM {TimeUS : 43528415, Roll : 0.0, Pitch : 0.0, Yaw : 169.99, Alt : 87.1800003052, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087155804038, Q2 : 0.0, Q3 : 0.0, Q4 : 0.996194720268}
2019-09-29 17:49:25.39: SIM {TimeUS : 43628375, Roll : -0.05, Pitch : -0.04, Yaw : 170.0, Alt : 87.2399978638, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.0871496275067, Q2 : 0.000377394637326, Q3 : -0.000475806300528, Q4 : 0.996195077896}
2019-09-29 17:49:25.49: SIM {TimeUS : 43728335, Roll : -0.27, Pitch : -0.26, Yaw : 170.0, Alt : 87.3499984741, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.0871065184474, Q2 : 0.00211316370405, Q3 : -0.00255982996896, Q4 : 0.996193468571}
2019-09-29 17:49:25.59: SIM {TimeUS : 43828295, Roll : -0.52, Pitch : -0.54, Yaw : 170.01, Alt : 87.5, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.087033316493, Q2 : 0.00432549603283, Q3 : -0.00493638729677, Q4 : 0.996183812618}
2019-09-29 17:49:25.69: SIM {TimeUS : 43928255, Roll : -0.66, Pitch : -0.71, Yaw : 170.02, Alt : 87.6900024414, Lat : 69.7758389, Lng : 19.5489289, Q1 : 0.0869427546859, Q2 : 0.00567863602191, Q3 : -0.0063373236917, Q4 : 0.996176958084}
2019-09-29 17:49:25.79: SIM {TimeUS : 44028215, Roll : -0.66, Pitch : -0.7, Yaw : 170.03, Alt : 87.8799972534, Lat : 69.7758389, Lng : 19.5489291, Q1 : 0.0868423953652, Q2 : 0.00566086312756, Q3 : -0.0063371155411, Q4 : 0.996185839176}
2019-09-29 17:49:25.89: SIM {TimeUS : 44128175, Roll : -0.54, Pitch : -0.54, Yaw : 170.04, Alt : 88.0699996948, Lat : 69.7758389, Lng : 19.5489292, Q1 : 0.0867425277829, Q2 : 0.00436102645472, Q3 : -0.00518232770264, Q4 : 0.996207773685}
2019-09-29 17:49:26.00: SIM {TimeUS : 44228968, Roll : -0.36, Pitch : -0.31, Yaw : 170.05, Alt : 88.2600021362, Lat : 69.7758389, Lng : 19.5489294, Q1 : 0.086647361517, Q2 : 0.00248145498335, Q3 : -0.00341732660308, Q4 : 0.996230125427}
2019-09-29 17:49:26.10: SIM {TimeUS : 44328928, Roll : -0.17, Pitch : -0.09, Yaw : 170.06, Alt : 88.4499969482, Lat : 69.7758389, Lng : 19.5489295, Q1 : 0.0865653753281, Q2 : 0.00067320978269, Q3 : -0.00160468858667, Q4 : 0.996244668961}
2019-09-29 17:49:26.20: SIM {TimeUS : 44428888, Roll : -0.02, Pitch : 0.05, Yaw : 170.07, Alt : 88.6500015259, Lat : 69.7758389, Lng : 19.5489297, Q1 : 0.0865036398172, Q2 : -0.000490143778734, Q3 : -0.000150479390868, Q4 : 0.996251404285}
2019-09-29 17:49:26.30: SIM {TimeUS : 44528848, Roll : 0.06, Pitch : 0.11, Yaw : 170.07, Alt : 88.8499984741, Lat : 69.7758388, Lng : 19.5489298, Q1 : 0.0864672288299, Q2 : -0.000924204301555, Q3 : 0.000662896374706, Q4 : 0.99625402689}
2019-09-29 17:49:26.40: SIM {TimeUS : 44628808, Roll : 0.07, Pitch : 0.1, Yaw : 170.08, Alt : 89.0599975586, Lat : 69.7758388, Lng : 19.54893, Q1 : 0.0864549353719, Q2 : -0.000877867627423, Q3 : 0.000773766718339, Q4 : 0.996255099773}
2019-09-29 17:49:26.50: SIM {TimeUS : 44728768, Roll : 0.04, Pitch : 0.05, Yaw : 170.07, Alt : 89.2600021362, Lat : 69.7758388, Lng : 19.5489301, Q1 : 0.0864699184895, Q2 : -0.000487684563268, Q3 : 0.000433341076132, Q4 : 0.996254265308}
